sample_id,orientation,left,right,top,bottom
6022,portrait,0.41956521739130437,0.9608695652173913,0.19705882352941176,0.7720588235294118
6028,portrait,0.3758620689655172,1.0758620689655172,0.16355140186915887,0.9404205607476636
6029,portrait,0.2669270833333333,0.9388020833333334,0.22783687943262412,0.9468085106382979
6033,portrait,0.33885209713024284,0.9679911699779249,0.1886178861788618,0.9284552845528455
6047,landscape,0.4323671497584541,1.0483091787439613,0.1523809523809524,0.9057142857142857
6048,landscape,0.48544973544973546,1.1164021164021165,0.22592592592592592,0.9148148148148149
6056,landscape,0.4444444444444444,1.1377314814814814,0.10277777777777777,0.9305555555555556
6057,landscape,0.4029126213592233,0.9854368932038835,0.20863309352517986,0.8932853717026379
6062,landscape,0.4940047961630695,1.0467625899280575,0.18611111111111112,0.8138888888888889
6063,landscape,0.4308641975308642,1.0962962962962963,0.24351851851851852,0.9629629629629629
6070,landscape,0.5164473684210527,0.9912280701754386,0.2037037037037037,0.8583333333333333
6072,landscape,0.44525547445255476,1.086374695863747,0.0823293172690763,0.9006024096385542
6078,landscape,0.42913385826771655,1.0065616797900263,0.198989898989899,0.9171717171717172
6080,landscape,0.3816793893129771,1.0229007633587786,0.17314814814814813,0.9046296296296297
6081,landscape,0.4618055555555556,0.9791666666666666,0.12164750957854406,0.8611111111111112
6082,landscape,0.2967479674796748,1.089430894308943,0.14258188824662812,0.918111753371869
6084,landscape,0.39919354838709675,1.0040322580645162,0.18725490196078431,0.8823529411764706
6085,landscape,0.3764367816091954,1.117816091954023,0.14019607843137255,0.8607843137254902
6090,landscape,0.2808219178082192,0.9954337899543378,0.0787037037037037,0.8888888888888888
6094,landscape,0.317351598173516,0.9931506849315068,0.06476190476190476,0.8895238095238095
6095,portrait,0.27927927927927926,0.9898648648648649,0.17517006802721088,0.9455782312925171
6099,portrait,0.34558823529411764,1.0196078431372548,0.20092592592592592,0.9259259259259259
6101,portrait,0.28045977011494255,1.0149425287356322,0.19469026548672566,0.9513274336283186
