row_id,sample_id,group_id,split,network_input_path,descriptor_height_path,prototype_id,height_mean,cond_height_mean,height_std,cond_height_std,rq,cond_rq,ra,cond_ra,peak_to_valley,cond_peak_to_valley,p01,cond_p01,p05,cond_p05,p50,cond_p50,p95,cond_p95,p99,cond_p99,robust_range,cond_robust_range,skewness,cond_skewness,kurtosis,cond_kurtosis,mean_abs_gradient,cond_mean_abs_gradient,gradient_std,cond_gradient_std,gradient_orientation_entropy,cond_gradient_orientation_entropy,gradient_anisotropy,cond_gradient_anisotropy,psd_low_power,cond_psd_low_power,psd_mid_power,cond_psd_mid_power,psd_high_power,cond_psd_high_power,psd_slope,cond_psd_slope,autocorrelation_length_px,cond_autocorrelation_length_px,island_coverage,cond_island_coverage,island_count,cond_island_count,island_mean_area_px,cond_island_mean_area_px
afm_00001_00571d45e8,6022,6022,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00001_00571d45e8.npy,data/plane_corrected_afm/6022/N6022_Ctr_004/N6022_Ctr_004_plane_corrected.npy,3,-1.662331661e-10,-1.173326679e-10,1.359708218,-1.023015995,1.359708218,-1.023015995,0.9400447195,-1.027475212,18.97526312,-0.6731974083,-4.268743157,0.9680646392,-2.265856147,1.032899329,0.04228600487,-0.1265944649,1.996894449,-1.042344422,3.242276061,-1.019934962,7.511019218,-1.050780935,-1.210529342,-1.81429256,10.08185735,3.953635812,0.2568888632,-0.6668455455,0.289454561,-0.5926137382,0.997095407,0.5661481577,0.1650240181,-0.155958816,12.00867504,-1.670346934,7.708312715,-1.246463931,5.410889073,-0.6909713231,-3.058968714,1.205036049,8,-0.4863886474,0.25,0.3125198328,144,-0.09118410095,113.7777778,-0.4241658309
afm_00004_f989167d9f,6029,6029,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00004_f989167d9f.npy,data/plane_corrected_afm/6029/N6029_500_nm_010/N6029_500_nm_010_plane_corrected.npy,1,-6.166578359e-11,-1.276528536e-11,2.965615884,-0.3048826472,2.965615884,-0.3048826472,2.336985371,-0.2923669341,20.98334217,-0.4891873912,-6.791986299,0.425601324,-4.922605991,0.3192621303,0.04803492315,-0.1155203095,4.459757924,-0.35406506,8.014020252,-0.01862318286,14.80600655,-0.2321218118,0.05490388246,0.6562005099,3.225960629,-0.4370852918,0.5496961146,-0.2282182206,0.4844783459,-0.1575038111,0.9936722092,0.2220901066,0.07693579061,-0.8035608952,13.39273312,-0.1966333757,8.298558569,-0.6564072924,5.543723505,-0.5782680999,-3.791014803,-0.7042262495,10,-0.3165386513,0.25,0.3125198328,56,-0.5381016531,292.5714286,-0.2056900495
afm_00006_4b0fb6ea95,6041,6041,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00006_4b0fb6ea95.npy,data/plane_corrected_afm/6041/N6041_1um_000/N6041_1um_000_plane_corrected.npy,1,1.994105853e-10,2.483110835e-10,3.190454958,-0.204338612,3.190454958,-0.204338612,2.55259888,-0.1789052239,21.98829651,-0.3970985536,-7.499547086,0.2734852779,-5.390916038,0.1934680248,0.1046832204,-0.006398555398,5.32628839,-0.1119018049,6.922397528,-0.2476913492,14.42194461,-0.2752220664,-0.1271190216,0.3008389512,2.833564341,-0.6883875988,0.2945548738,-0.6104215963,0.203918957,-0.7834488738,0.9988418829,0.7416825935,0.1019294549,-0.619813879,13.48286079,-0.1006674829,9.32662082,0.3713253925,6.577238614,0.2986166224,-3.443988055,0.2008603241,20,0.5327113295,0.25,0.3125198328,104,-0.2943284428,630.1538462,0.2068166707
afm_00007_9e449ffc89,6043,6043,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00007_9e449ffc89.npy,data/plane_corrected_afm/6043/N6043_1um_cs/N6043_1um_cs_plane_corrected.npy,4,-2.816466954e-10,-2.327461972e-10,5.958147964,1.033324478,5.958147964,1.033324478,4.760742933,0.9830804129,41.43667221,1.385050384,-14.64535666,-1.262767605,-10.7574861,-1.248061758,0.5003019273,0.7556827314,8.724581003,0.8377954454,12.39077268,0.8998027817,27.03612933,1.140368795,-0.3751314707,-0.1833533593,3.004047181,-0.5792052943,2.560856141,2.784513664,1.50289326,2.114641811,0.9939106167,0.246051918,0.2514288736,0.4792675436,13.80622233,0.2436405288,9.32111458,0.3658209177,6.313216348,0.07460723018,-3.301445374,0.5726284011,4,-0.8260886397,0.25,0.3125198328,63,-0.5025513932,42.92063492,-0.5107492727
afm_00008_1d28ad0abe,6047,6047,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00008_1d28ad0abe.npy,data/plane_corrected_afm/6047/N6047_1um_013/N6047_1um_013_plane_corrected.npy,1,-1.593703225e-10,-1.104698243e-10,2.003665446,-0.735049775,2.003665446,-0.735049775,1.57302551,-0.694383453,14.84079647,-1.052058628,-4.974616647,0.8163113392,-3.279775083,0.7605476545,-0.009732018225,-0.2267969106,3.345926166,-0.6653398907,4.492361283,-0.7576147271,9.46697793,-0.8312790535,-0.1023761115,0.3491442958,3.163373449,-0.4771679918,0.4598123673,-0.3628647071,0.385124463,-0.3791683674,0.9964620421,0.5024900504,0.1954872579,0.06799911792,12.89630958,-0.7252138681,7.811069203,-1.143740384,5.139405607,-0.921311162,-3.576914228,-0.1458267689,8,-0.4863886474,0.25,0.3125198328,96,-0.3349573112,170.6666667,-0.3546508095
afm_00010_758feda8e0,6056,6056,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00010_758feda8e0.npy,data/plane_corrected_afm/6056/N56_Edg_001/N56_Edg_001_plane_corrected.npy,1,-1.239819358e-10,-7.508143757e-11,3.555016521,-0.04131316467,3.555016521,-0.04131316467,2.790400085,-0.05376774281,31.05485058,0.4337137442,-8.057305813,0.1535746584,-5.517651343,0.1594252909,-0.1650984064,-0.5260795658,6.335570049,0.1701551353,9.022379103,0.1929727357,17.07968492,0.0230352509,0.2304415235,0.9989009522,3.299756424,-0.3898242598,0.3364630339,-0.5476428773,0.314923265,-0.5357915104,0.9899668912,-0.1503232227,0.2265653147,0.2964770289,14.03267527,0.4847624678,9.255851068,0.3005783272,5.851295838,-0.3173087028,-3.932891056,-1.074256204,30,1.38196131,0.25,0.3125198328,86,-0.3857433967,762.0465116,0.3679820869
afm_00011_782d9af833,6057,6057,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00011_782d9af833.npy,data/plane_corrected_afm/6057/GdSb_N6057_edge_019/GdSb_N6057_edge_019_plane_corrected.npy,0,9.858336369e-11,1.474838619e-10,5.337333427,0.7557072576,5.337333427,0.7557072576,4.143625317,0.658336289,38.94068336,1.156330827,-13.48801832,-1.013955439,-8.821171045,-0.7279426155,0.1080389582,6.561056886e-05,9.112355947,0.9461642176,12.44990864,0.9122119828,25.93792696,1.01712617,-0.05774660033,0.4362740597,3.45649402,-0.2894448202,0.8704611245,0.2522900235,0.8002930402,0.5470979825,0.9917927367,0.03318847629,0.3170059801,0.9613736289,14.34228218,0.8144248625,9.590906075,0.6355259255,7.161108517,0.7940003795,-3.594267167,-0.1910852747,12,-0.1466886551,0.25,0.3125198328,60,-0.5177872189,273.0666667,-0.2295237711
afm_00013_d70a92b9a0,6062,6062,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00013_d70a92b9a0.npy,data/plane_corrected_afm/6062/N62_Edg_001/N62_Edg_001_plane_corrected.npy,3,-1.249707282e-11,3.640342541e-11,2.571070219,-0.4813164517,2.571070219,-0.4813164517,1.920552583,-0.511505227,24.77793121,-0.1414708039,-8.210761309,0.1205837922,-4.741896963,0.3678029009,0.2635788471,0.2996824806,3.571227717,-0.60237643,4.772968683,-0.6987315423,12.98372999,-0.4366215954,-0.9938687362,-1.391308151,5.210069693,0.8335974348,0.3661493342,-0.5031725904,0.3454746845,-0.4676294351,0.9963379502,0.4900178475,0.04239833627,-1.057471411,13.79552217,0.2322472419,9.039554169,0.08435076653,5.844088528,-0.3234237368,-3.730400188,-0.5461362045,12,-0.1466886551,0.25,0.3125198328,192,0.1525891093,341.3333333,-0.1461057455
afm_00016_2c24d35aaa,6066,6066,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00016_2c24d35aaa.npy,data/plane_corrected_afm/6066/N66_Edg_001/N66_Edg_001_plane_corrected.npy,0,1.458061449e-10,1.947066431e-10,5.014744251,0.6114511153,5.014744251,0.6114511153,3.921335537,0.5413613429,33.0625658,0.6176904218,-14.84929404,-1.306611397,-9.161294937,-0.81930427,0.6906064749,1.122266849,7.032018971,0.3647868818,10.00906762,0.4000213106,24.85836166,0.8959750366,-0.678528984,-0.7756733961,3.630463535,-0.1780295449,0.580398866,-0.1822252827,0.5249432501,-0.06722414836,0.997406798,0.5974453795,0.1218823178,-0.4731255432,14.70139329,1.196798203,10.0353455,1.079822877,6.469044166,0.2068191657,-3.881311381,-0.939730345,14,0.02316134102,0.25,0.3125198328,122,-0.202913489,537.1803279,0.09320826252
afm_00017_eb55d4cc32,6067,6067,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00017_eb55d4cc32.npy,data/plane_corrected_afm/6067/N6059_1um_004/N6059_1um_004_plane_corrected.npy,3,1.645059089e-11,6.535108912e-11,1.300249401,-1.04960492,1.300249401,-1.04960492,1.017028216,-0.9869643962,12.90818644,-1.229153053,-3.382934363,1.158501608,-2.191040921,1.052995662,0.0557826627,-0.1005958198,2.06086458,-1.024467133,2.827849715,-1.106898966,6.210784078,-1.196696111,-0.3170944037,-0.07004815362,3.712045511,-0.1257820099,0.2683807283,-0.6496306506,0.211225231,-0.767148132,0.9759722092,-1.556897805,0.007778610649,-1.311986763,13.15717537,-0.4474499093,9.257431765,0.3021585175,8.221828616,1.693967145,-2.649980441,2.271725567,12,-0.1466886551,0.25,0.3125198328,949,3.997095779,69.05795574,-0.4788109373
