sample_id,orientation,left,right,top,bottom
6022,portrait,0.41814159292035397,0.9690265486725663,0.19345238095238096,0.7752976190476191
6028,portrait,0.3758620689655172,1.0758620689655172,0.16355140186915887,0.9404205607476636
6029,portrait,0.27116402116402116,0.9537037037037037,0.22783687943262412,0.9468085106382979
6033,portrait,0.3366228070175439,0.9616228070175439,0.1925566343042071,0.9288025889967637
6043,landscape,0.327217125382263,0.981651376146789,0.15783664459161148,0.8962472406181016
6047,landscape,0.4323671497584541,1.0483091787439613,0.1523809523809524,0.9057142857142857
6048,landscape,0.497289972899729,1.1436314363143631,0.22592592592592592,0.9148148148148149
6055,landscape,0.4205298013245033,0.9922737306843267,0.1648148148148148,0.9268518518518518
6056,landscape,0.4444444444444444,1.1377314814814814,0.10277777777777777,0.9305555555555556
6057,landscape,0.4029126213592233,0.9854368932038835,0.20863309352517986,0.8932853717026379
6062,landscape,0.4940047961630695,1.0467625899280575,0.18611111111111112,0.8138888888888889
6063,landscape,0.4142512077294686,1.065217391304348,0.24351851851851852,0.9629629629629629
6070,landscape,0.5164473684210527,0.9912280701754386,0.2037037037037037,0.8583333333333333
6072,landscape,0.4411764705882353,1.0870098039215685,0.0823293172690763,0.9006024096385542
6078,landscape,0.4246031746031746,1.0066137566137565,0.20381526104417672,0.9176706827309237
6080,landscape,0.3875968992248062,1.0387596899224807,0.17809523809523808,0.9304761904761905
6081,landscape,0.4618055555555556,0.9791666666666666,0.12164750957854406,0.8611111111111112
6082,landscape,0.3024193548387097,1.0887096774193548,0.14258188824662812,0.918111753371869
6084,landscape,0.39919354838709675,1.0040322580645162,0.18725490196078431,0.8823529411764706
6085,landscape,0.3732193732193732,1.1082621082621082,0.14019607843137255,0.8607843137254902
6090,landscape,0.2789115646258503,0.9886621315192744,0.0787037037037037,0.8888888888888888
6094,landscape,0.317351598173516,0.9931506849315068,0.06296296296296296,0.8648148148148148
6095,portrait,0.2811791383219955,0.9965986394557823,0.17517006802721088,0.9455782312925171
6099,portrait,0.34814814814814815,1.0271604938271606,0.20092592592592592,0.9259259259259259
6101,portrait,0.28045977011494255,1.0149425287356322,0.19469026548672566,0.9513274336283186
