mode,row_id,sample_id,group_id,prototype_id,generated_index,rank,generated_std,generated_min,generated_max,generated_rq,requested_rq,generated_ra,requested_ra,generated_robust_range,requested_robust_range,generated_mean_abs_gradient,requested_mean_abs_gradient,generated_gradient_std,requested_gradient_std,generated_gradient_anisotropy,requested_gradient_anisotropy,generated_psd_low_power,requested_psd_low_power,generated_psd_mid_power,requested_psd_mid_power,generated_psd_high_power,requested_psd_high_power,generated_psd_slope,requested_psd_slope,generated_autocorrelation_length_px,requested_autocorrelation_length_px,generated_island_count,requested_island_count,generated_island_mean_area_px,requested_island_mean_area_px,sweep_descriptor
sweep_rq,afmv2_06e9a8457ab9,6058,6058,3,0,,0.6301210522651672,-0.9925427436828613,0.9999340176582336,0.6301210465286425,-1.799923995,0.5526706426539356,4.556092739,1.9731703239679337,27.66728783,0.1677362601618941,1.131164074,0.1295665182170309,1.006361246,0.08968257923435657,0.1476658583,9.104226579515368,14.50712395,3.91353877406206,9.412350655,1.2652837169378366,5.901864052,-4.020024938487044,-3.952002764,6.0,9.0,31.0,66.0,132.1290322580645,248.2424316,rq
sweep_rq,afmv2_06e9a8457ab9,6058,6058,3,0,,0.6306143403053284,-0.9988799095153809,0.9998441934585571,0.630614333335485,1.192163203,0.5544234408850983,4.556092739,1.9730780076980592,27.66728783,0.17000066549064655,1.131164074,0.12923613589187707,1.006361246,0.08573977214004225,0.1476658583,9.132106619913662,14.50712395,3.9630281749348653,9.412350655,1.317695451918252,5.901864052,-4.002973921511253,-3.952002764,6.0,9.0,33.0,66.0,124.12121212121212,248.2424316,rq
sweep_rq,afmv2_06e9a8457ab9,6058,6058,3,0,,0.6228306293487549,-0.9987332820892334,0.998984694480896,0.6228306684097541,4.184250401,0.5466076721788348,4.556092739,1.9780248683691024,27.66728783,0.16453546617201356,1.131164074,0.1232665979919009,1.006361246,0.029644035620721394,0.1476658583,9.044732335005698,14.50712395,3.861336402127452,9.412350655,1.232338252399839,5.901864052,-4.0289942258832285,-3.952002764,7.0,9.0,30.0,66.0,136.53333333333333,248.2424316,rq
sweep_rq,afmv2_06e9a8457ab9,6058,6058,3,0,,0.617676854133606,-0.9979331493377686,0.9997280836105347,0.6176768309222197,7.176337599,0.5378908505771811,4.556092739,1.9717636877298355,27.66728783,0.16775902908333568,1.131164074,0.12970030832245222,1.006361246,0.13007036199958735,0.1476658583,9.116965567032926,14.50712395,4.030502070360927,9.412350655,1.2859067081896491,5.901864052,-3.9536062183264993,-3.952002764,6.0,9.0,37.0,66.0,110.70270270270271,248.2424316,rq
sweep_rq,afmv2_06e9a8457ab9,6058,6058,3,0,,0.6097703576087952,-0.9994982481002808,0.9994080662727356,0.609770373179104,10.1684248,0.5299835184168398,4.556092739,1.9809713846445085,27.66728783,0.15803071610564845,1.131164074,0.1192140349970057,1.006361246,0.032209839524961766,0.1476658583,9.012484208423423,14.50712395,3.881660974016435,9.412350655,1.2173131075953734,5.901864052,-4.027921733885357,-3.952002764,7.0,9.0,33.0,66.0,124.12121212121212,248.2424316,rq
sweep_psd_slope,afmv2_06e9a8457ab9,6058,6058,3,0,,0.6334508061408997,-0.9979843497276306,0.9962360262870789,0.6334508105116204,5.841896534,0.55836716231551,4.556092739,1.9661497557163239,27.66728783,0.15698902526292752,1.131164074,0.12374240629319073,1.006361246,0.11811703983337943,0.1476658583,9.038586355893328,14.50712395,3.8006988528626513,9.412350655,1.1859539392662852,5.901864052,-4.075637870843997,-4.295860134,7.0,9.0,37.0,66.0,110.70270270270271,248.2424316,psd_slope
sweep_psd_slope,afmv2_06e9a8457ab9,6058,6058,3,0,,0.6241660714149475,-0.997668981552124,0.9996300935745239,0.6241660506947955,5.841896534,0.5502268923105287,4.556092739,1.977043518424034,27.66728783,0.15817289836720344,1.131164074,0.12406123697561167,1.006361246,0.19734380918849284,0.1476658583,9.064604223761682,14.50712395,3.8079904393831967,9.412350655,1.2506966435004259,5.901864052,-4.054033857638188,-3.90950003,7.0,9.0,32.0,66.0,128.0,248.2424316,psd_slope
sweep_psd_slope,afmv2_06e9a8457ab9,6058,6058,3,0,,0.6384409070014954,-0.9955670237541199,0.9998028874397278,0.6384409291592267,5.841896534,0.5622841301500123,4.556092739,1.9661016911268234,27.66728783,0.1656387287127406,1.131164074,0.12749475942312863,1.006361246,0.19331480388803554,0.1476658583,9.090270791428743,14.50712395,3.8353431958795743,9.412350655,1.2867843345157444,5.901864052,-4.024728892742055,-3.523139927,7.0,9.0,28.0,66.0,146.28571428571428,248.2424316,psd_slope
sweep_psd_slope,afmv2_06e9a8457ab9,6058,6058,3,0,,0.6365023851394653,-0.9979702234268188,0.9995948076248169,0.6365023871285262,5.841896534,0.5615991302510416,4.556092739,1.9651733535528182,27.66728783,0.16478028506584116,1.131164074,0.12683348266228875,1.006361246,0.06816934824264673,0.1476658583,9.10933189849334,14.50712395,4.0004791708587994,9.412350655,1.319292896743916,5.901864052,-3.987580177216443,-3.136779823,7.0,9.0,23.0,66.0,178.08695652173913,248.2424316,psd_slope
sweep_psd_slope,afmv2_06e9a8457ab9,6058,6058,3,0,,0.6278932094573975,-0.9988002181053162,0.9978141188621521,0.6278931768180177,5.841896534,0.5523740559314028,4.556092739,1.9774089962244035,27.66728783,0.1586048280185198,1.131164074,0.12241127688406649,1.006361246,0.08736638714631532,0.1476658583,9.028662693973825,14.50712395,3.7949128861366694,9.412350655,1.170311754538639,5.901864052,-4.068562285713305,-2.75041972,7.0,9.0,35.0,66.0,117.02857142857142,248.2424316,psd_slope
sweep_autocorrelation_length_px,afmv2_06e9a8457ab9,6058,6058,3,0,,0.6205763220787048,-0.9962406754493713,0.9999721050262451,0.6205763462765204,5.841896534,0.5396718792533556,4.556092739,1.9789596539735794,27.66728783,0.16190610358822563,1.131164074,0.12404237936841768,1.006361246,0.1253843099229761,0.1476658583,9.024103327211783,14.50712395,3.84975019137007,9.412350655,1.292096355817405,5.901864052,-3.979060192599911,-3.952002764,7.0,-14.51557788,28.0,66.0,146.28571428571428,248.2424316,autocorrelation_length_px
sweep_autocorrelation_length_px,afmv2_06e9a8457ab9,6058,6058,3,0,,0.6186918020248413,-0.9995439648628235,0.9926168918609619,0.6186918080314553,5.841896534,0.5420550352909719,4.556092739,1.9601838457584382,27.66728783,0.17019406120331,1.131164074,0.1292494968743175,1.006361246,0.08010152428882875,0.1476658583,9.154687818604808,14.50712395,4.027826277578956,9.412350655,1.4353736099597088,5.901864052,-3.919013063889612,-3.952002764,6.0,0.1639501886,33.0,66.0,124.12121212121212,248.2424316,autocorrelation_length_px
sweep_autocorrelation_length_px,afmv2_06e9a8457ab9,6058,6058,3,0,,0.6146537661552429,-0.9987236261367798,0.9990332722663879,0.6146538000550468,5.841896534,0.5352709094441488,4.556092739,1.9761895614862444,27.66728783,0.16460512886615503,1.131164074,0.1255517047518481,1.006361246,0.12397346494167275,0.1476658583,9.087293539773402,14.50712395,3.9901047575646436,9.412350655,1.2968310575649142,5.901864052,-3.9900605600091805,-3.952002764,6.0,14.84347826,44.0,66.0,93.0909090909091,248.2424316,autocorrelation_length_px
