sample_id,growth_run_id,source_afm_file,afm_file_id,plane_corrected_array_path,second_order_afm_path,scan_size_x_um,scan_size_y_um,resolution_x,resolution_y,height_unit,rq_nm,ra_nm,robust_height_range_nm,height_skewness,height_kurtosis,paired_primary,paired_exploratory,unpaired_support,representative_for_sample,quality_pass,quality_flags,source_array_hash,unit_shape_paths,centered_map_paths,resize_audit,physical_rq,physical_ra,physical_robust_height_range,physical_p95_p5,physical_peak_to_valley,physical_skewness,physical_kurtosis,physical_mean_abs_gradient,physical_rms_gradient,physical_slope_q05,physical_slope_q50,physical_slope_q95,physical_autocorr_length_nm,physical_corr_length_x_nm,physical_corr_length_y_nm,physical_anisotropy_ratio,physical_gradient_orientation_entropy,physical_q01,physical_q05,physical_q25,physical_q50,physical_q75,physical_q95,physical_q99,physical_psd_low_fraction,physical_psd_mid_fraction,physical_psd_high_fraction,physical_psd_slope,unit_rq,unit_ra,unit_robust_height_range,unit_p95_p5,unit_peak_to_valley,unit_skewness,unit_kurtosis,unit_mean_abs_gradient,unit_rms_gradient,unit_slope_q05,unit_slope_q50,unit_slope_q95,unit_autocorr_length_nm,unit_corr_length_x_nm,unit_corr_length_y_nm,unit_anisotropy_ratio,unit_gradient_orientation_entropy,unit_q01,unit_q05,unit_q25,unit_q50,unit_q75,unit_q95,unit_q99,unit_psd_low_fraction,unit_psd_mid_fraction,unit_psd_high_fraction,unit_psd_slope,scan_number,source_path,source_shape,source_scan_size_um,crop_quarter,crop_bounds_xyxy,output_shape,effective_scan_size_um,processing_order,second_order_model,second_order_robust,second_order_iterations,second_order_fit_fraction,second_order_coefficients,second_order_rank,second_order_condition_number,output_path,background_path,source_sha256,output_sha256,metadata_path,finite_fraction
6028,6028,data/pair/6028/AFM/N6028_1um.003,N6028_1um_003,data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy,data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy,1.0,1.0,256,256,nm,5.783085823059082,4.456272641926213,29.914703369140625,-0.6084254170117586,3.8399942722050495,True,True,False,True,True,,17caabd1a61f02b9f0ab8261ff67c5b4891b9f700211fd01c54b163f2d94bf0a,"{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6028__N6028_1um_003_unit_shape_256.npy""}","{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6028__N6028_1um_003_centered_256.npy""}",{},5.7830861223943595,4.45627265976959,29.91470503807069,18.892730236053467,38.57649803161621,-0.6084254170117586,3.8399942722050495,267.65083055450384,366.4191996390337,16.273361303225315,192.35075136003024,797.1010188270387,35.29411764705882,39.2156862745098,35.29411764705882,1.1111111111111112,0.9927736608343782,-17.898410048768753,-10.4181864884355,-3.236394884870285,0.6816145602009358,3.9050439569494784,8.474543747617966,12.016294989301931,0.999654644736574,0.0003239217464246,2.1433517001180975e-05,-4.215171870929055,0.9999990472307289,0.7705692648815858,5.172787714004517,3.266891062259674,6.670566558837891,-0.608425360112225,3.839994215077835,46.28161654324624,63.36043418884768,2.8139598880872394,33.260888195877094,137.8330240081919,35.29411764705882,39.2156862745098,35.29411764705882,1.1111111111111112,0.9927736607224956,-3.0949552560271183,-1.801490756315128,-0.5596305305184286,0.1178633546410639,0.675252017932995,1.465400305944546,2.077832457977399,0.9996546447358892,0.0003239217470498,2.14335170609528e-05,-4.215171857906764,,,,,,,,,,,,,,,,,,,,,,
6028,6028,data/pair/6028/AFM/N6028_1um.004,N6028_1um_004,data/afm_second_order/6028/N6028_1um_004/N6028_1um_004_height.npy,data/afm_second_order/6028/N6028_1um_004/N6028_1um_004_height.npy,1.0,1.0,256,256,nm,5.864989280700684,4.509716097961705,29.395442962646484,-0.642960733039738,3.717432071886479,True,True,False,False,True,,ab597e13163cffaf7229a65a88f5bf75369251374d57439e0e7834d0386d469d,"{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6028__N6028_1um_004_unit_shape_256.npy""}","{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6028__N6028_1um_004_centered_256.npy""}",{},5.8649896432008575,4.509716116214069,29.395443487167363,19.209704399108887,36.057634353637695,-0.642960733039738,3.717432071886479,263.8150076572044,365.80159273826285,16.225526110955393,180.7763016391065,804.0711644629201,35.29411764705882,39.2156862745098,39.2156862745098,1.0,0.9949162143868084,-17.876564043783087,-10.807185000203988,-3.1295358002413702,0.6807291000853586,3.77962791321383,8.4025193989049,11.518879443384272,0.9996845510079172,0.0002879573991985,2.749159288448185e-05,-3.978251468683452,0.9999990595568388,0.7689206899045568,5.012014847993851,3.2753146290779114,6.147939443588257,-0.6429606822168696,3.717432027635629,44.98128290619449,62.37031396973271,2.766503858983433,30.822921155396784,137.09665298509435,35.29411764705882,39.2156862745098,39.2156862745098,1.0,0.9949162143666076,-3.0480098868671197,-1.8426587308707971,-0.5335956389966745,0.1160664347049456,0.6444383834537726,1.4326558982071145,1.9640049611267312,0.9996845510093316,0.0002879573977447,2.749159292362978e-05,-3.978251473581519,,,,,,,,,,,,,,,,,,,,,,
6028,6028,data/pair/6028/AFM/N6028_500 nm.006,N6028_500_nm_006,data/afm_second_order/6028/N6028_500_nm_006/N6028_500_nm_006_height.npy,data/afm_second_order/6028/N6028_500_nm_006/N6028_500_nm_006_height.npy,1.0,1.0,256,256,nm,2.319988489151001,1.8111764952228704,11.293359756469728,-0.1184826587285926,3.380983029848207,True,True,False,False,True,,ca188b27863a2b056684c3e3af9ffd39dfecc7e66e17fd24c405e3caad3fa49c,"{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6028__N6028_500_nm_006_unit_shape_256.npy""}","{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6028__N6028_500_nm_006_centered_256.npy""}",{},2.3199886153722815,1.811176495309102,11.293360233306888,7.662373661994934,19.11820602416992,-0.1184826587285926,3.380983029848207,127.6132834504166,167.50440687629077,17.713453913472502,97.75195137574596,343.59336293659135,35.29411764705882,31.37254901960784,39.2156862745098,1.25,0.9957706137459876,-5.849222016603571,-3.963918531210047,-1.4724795463391367,0.0947473627618727,1.4648881015471396,3.698455130784887,5.444138216703316,0.9995393261119768,0.0004255271115482,3.5146776474894546e-05,-3.987092567201649,0.9999990482447062,0.7806826116632359,4.867847001552583,3.302760273218155,8.240638494491577,-0.1184826482151483,3.38098303120254,55.00594321699173,72.20046093310494,7.635138365691282,42.13462620118363,148.10116392322328,35.29411764705882,31.37254901960784,39.2156862745098,1.25,0.9957706137382998,-2.521226447672371,-1.7085922716565172,-0.6346919743723909,0.0408395284407099,0.6314197869591673,1.5941680015616375,2.346620553880212,0.9995393261081964,0.0004255271141131,3.5146777690413476e-05,-3.9870925450086903,,,,,,,,,,,,,,,,,,,,,,
6029,6029,data/pair/6029/AFM/N6029_1um.007,N6029_1um_007,data/afm_second_order/6029/N6029_1um_007/N6029_1um_007_height.npy,data/afm_second_order/6029/N6029_1um_007/N6029_1um_007_height.npy,1.0,1.0,256,256,nm,2.289785623550415,1.8003669894646526,10.900407791137695,-0.4844152969806138,3.4289313136858097,True,True,False,False,True,,22246e3de712aa5d7b81833a21d542e4d4b2a0b9422512ff6ae0c2af09fdc93a,"{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6029__N6029_1um_007_unit_shape_256.npy""}","{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6029__N6029_1um_007_centered_256.npy""}",{},2.2897856388643527,1.8003669896837131,10.900407004356383,7.443673312664032,18.8194317817688,-0.4844152969806138,3.4289313136858097,125.96430180442604,165.18814771828886,17.118095575348768,95.6657791110944,339.3453764738242,35.29411764705882,31.37254901960784,39.2156862745098,1.25,0.9935672158208468,-6.311510879684105,-4.056740100074425,-1.3936709710842512,0.1760922199600794,1.618265037845955,3.3869332125896072,4.58889612467228,0.9996550897224676,0.0003203914321047,2.451884542759203e-05,-4.093443231060079,0.9999989944786744,0.7862592679294473,4.760443913936616,3.2508133351802826,8.21885347366333,-0.4844152483984232,3.4289312819632385,55.01133944057378,72.14124245392637,7.475842138545292,41.77931885585885,148.19946903658473,35.29411764705882,31.37254901960784,39.2156862745098,1.25,0.9935672158923008,-2.756373507220686,-1.7716662053655987,-0.6086462800096875,0.0769032660234566,0.7067314173389072,1.479147129814684,2.0040704067159294,0.9996550897266452,0.0003203914290442,2.451884431056301e-05,-4.09344324354796,,,,,,,,,,,,,,,,,,,,,,
6029,6029,data/pair/6029/AFM/N6029_1um.008,N6029_1um_008,data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy,data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy,1.0,1.0,256,256,nm,2.434478998184204,1.9281648373319475,11.302997589111328,-0.1522019958657418,3.270236283944386,True,True,False,True,True,,8c71fda131f0ec0feb8dc4b043471d135638309fa0d6188d9e4db26138f14160,"{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6029__N6029_1um_008_unit_shape_256.npy""}","{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6029__N6029_1um_008_centered_256.npy""}",{},2.4344790224226296,1.9281648369845703,11.30299804210663,7.971485614776611,22.783884525299072,-0.1522019958657418,3.270236283944386,122.13598251360742,162.3175406738424,12.728437370665182,96.1055236014658,332.3880562676641,35.29411764705882,35.29411764705882,39.2156862745098,1.1111111111111112,0.9936781525017514,-6.054169927594418,-3.9870772824261143,-1.5595680043671083,-0.0465864070329619,1.6878611280944391,3.984408332350497,5.248828114512211,0.9996607788615112,0.0003184260044597,2.0795134029134477e-05,-4.226784255358035,0.9999990227584726,0.7920228258311874,4.6428773403167725,3.2744081616401672,9.358824491500854,-0.1522018937235566,3.2702362264770963,50.16919896673759,66.67438022325474,5.22839702237409,39.47679494044506,136.53341668622372,35.29411764705882,35.29411764705882,39.2156862745098,1.1111111111111112,0.9936781525279494,-2.4868417076766964,-1.6377522401512143,-0.6406161688268659,-0.0191360792145606,0.6933144576847079,1.636655921488953,2.156035632640076,0.9996607788678668,0.0003184259985069,2.0795133626375583e-05,-4.2267842464344145,,,,,,,,,,,,,,,,,,,,,,
6029,6029,data/pair/6029/AFM/N6029_500 nm.010,N6029_500_nm_010,data/afm_second_order/6029/N6029_500_nm_010/N6029_500_nm_010_height.npy,data/afm_second_order/6029/N6029_500_nm_010/N6029_500_nm_010_height.npy,1.0,1.0,256,256,nm,2.872208595275879,2.28073144409424,14.076435089111328,-0.0033150444059702,3.1091670865120555,True,True,False,False,True,,979a8a7c0c0de2b0fbafaed3131c1fc1555c396d82f831bff7deaced9a38bd47,"{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6029__N6029_500_nm_010_unit_shape_256.npy""}","{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6029__N6029_500_nm_010_centered_256.npy""}",{},2.8722086654685826,2.2807314428603194,14.076435375213627,9.328787565231323,19.856696128845215,-0.0033150444059702,3.1091670865120555,139.97835216031308,186.67011643362983,13.384224602270123,110.0855264680814,381.5080940488836,39.2156862745098,39.2156862745098,39.2156862745098,1.0,0.993526892957436,-6.729654607573067,-4.761984309950387,-1.91188245157293,0.0533147409320719,1.894689449271644,4.566803255280936,7.34678076764056,0.999649940220107,0.0003251246031361,2.4935176756968617e-05,-4.053600651368132,0.9999989794623332,0.7940680426946736,4.900904679298403,3.2479456961154938,6.913382291793823,-0.0033150292162185,3.1091671140358743,48.73538994156783,64.99177021705722,4.659901981570599,38.32778161519384,132.82729270382947,39.2156862745098,39.2156862745098,39.2156862745098,1.0,0.993526892904197,-2.3430219113985897,-1.65795036555928,-0.665648171321571,0.0185622762729524,0.6596622079451679,1.5899953305562138,2.557882767899813,0.9996499402244547,0.0003251246001234,2.4935175421717734e-05,-4.053600669818962,,,,,,,,,,,,,,,,,,,,,,
6033,6033,data/pair/6033/AFM/N6033_1um.015,N6033_1um_015,data/afm_second_order/6033/N6033_1um_015/N6033_1um_015_height.npy,data/afm_second_order/6033/N6033_1um_015/N6033_1um_015_height.npy,1.0,1.0,256,256,nm,2.547292470932007,2.06945844252221,11.495147705078123,-0.0472081924797541,2.7013930325492916,True,True,False,False,True,,1b547eaa818afeaac85bf95fc96a8e8823978c993a4f81433624c0cdb47d6566,"{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6033__N6033_1um_015_unit_shape_256.npy""}","{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6033__N6033_1um_015_centered_256.npy""}",{},2.5472923783426795,2.0694584424727833,11.495147418975836,8.218512058258057,16.480852127075195,-0.0472081924797541,2.7013930325492916,126.29711211166222,164.72196617487785,15.008034141492908,100.96462687424,328.3146494876515,35.29411764705882,43.13725490196078,35.29411764705882,1.2222222222222223,0.9960563441544156,-5.96663191304018,-4.114895105216998,-1.8221190868358796,0.0251906692568475,1.7887647153396422,4.103616953041058,5.528515505935655,0.9993537678867443,0.0006057011475598,4.053096569550584e-05,-4.050082686487147,0.999998994782852,0.812414145831615,4.512688052654267,3.2263684570789337,6.469942569732666,-0.0472081963503229,2.7013930382088396,49.58087505795166,64.6654471578153,5.891755394344555,39.63600920949556,128.88757555963664,35.29411764705882,43.13725490196078,35.29411764705882,1.2222222222222223,0.996056344208552,-2.342340352133488,-1.615397991732334,-0.7153153290307274,0.0098891857745001,0.7022212723934899,1.6109704653465995,2.17034770052078,0.999353767887832,0.0006057011453591,4.053096680885909e-05,-4.0500826433004455,,,,,,,,,,,,,,,,,,,,,,
6033,6033,data/pair/6033/AFM/N6033_1um.016,N6033_1um_016,data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy,data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy,1.0,1.0,256,256,nm,2.2941808700561523,1.8196008542949316,11.14088249206543,0.1200913523221753,3.09427797330862,True,True,False,True,True,,99d54b167d4effec5be1966132e66a4ff6a9c4027e15816dacc24e1a77f62ac9,"{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6033__N6033_1um_016_unit_shape_256.npy""}","{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6033__N6033_1um_016_centered_256.npy""}",{},2.2941808822907466,1.81960085491363,11.140881943702698,7.396272897720337,16.164886474609375,0.1200913523221753,3.09427797330862,120.14532636720836,157.22318016976672,13.755764435325537,95.59972899492271,316.36386916196,35.29411764705882,35.29411764705882,35.29411764705882,1.0,0.9953361556134788,-5.238653137916066,-3.694415989154317,-1.5583431150851026,-0.0478529453364387,1.544772532946132,3.701856908566021,5.902228805786633,0.999526819284963,0.0004419853717535,3.1195343283197924e-05,-4.076055259955777,0.9999989943472908,0.7931366875042702,4.856143212318421,3.223924219608307,7.04603123664856,0.1200913015294308,3.0942779543510937,52.36954378504055,68.531223577385,5.995929760397553,41.670479326254295,137.89825756604827,35.29411764705882,35.29411764705882,35.29411764705882,1.0,0.9953361556587688,-2.2834502923601168,-1.610340445052912,-0.6792583304756186,-0.0208583704494735,0.6733431529886225,1.613583774555395,2.572692919958304,0.9995268192840926,0.0004419853729474,3.119534296014145e-05,-4.076055259966582,,,,,,,,,,,,,,,,,,,,,,
6033,6033,data/pair/6033/AFM/N6033_1um.017,N6033_1um_017,data/afm_second_order/6033/N6033_1um_017/N6033_1um_017_height.npy,data/afm_second_order/6033/N6033_1um_017/N6033_1um_017_height.npy,1.0,1.0,256,256,nm,2.2941808700561523,1.8196008542949316,11.14088249206543,0.1200913523221753,3.09427797330862,True,True,False,False,True,,99d54b167d4effec5be1966132e66a4ff6a9c4027e15816dacc24e1a77f62ac9,"{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6033__N6033_1um_017_unit_shape_256.npy""}","{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6033__N6033_1um_017_centered_256.npy""}",{},2.2941808822907466,1.81960085491363,11.140881943702698,7.396272897720337,16.164886474609375,0.1200913523221753,3.09427797330862,120.14532636720836,157.22318016976672,13.755764435325537,95.59972899492271,316.36386916196,35.29411764705882,35.29411764705882,35.29411764705882,1.0,0.9953361556134788,-5.238653137916066,-3.694415989154317,-1.5583431150851026,-0.0478529453364387,1.544772532946132,3.701856908566021,5.902228805786633,0.999526819284963,0.0004419853717535,3.1195343283197924e-05,-4.076055259955777,0.9999989943472908,0.7931366875042702,4.856143212318421,3.223924219608307,7.04603123664856,0.1200913015294308,3.0942779543510937,52.36954378504055,68.531223577385,5.995929760397553,41.670479326254295,137.89825756604827,35.29411764705882,35.29411764705882,35.29411764705882,1.0,0.9953361556587688,-2.2834502923601168,-1.610340445052912,-0.6792583304756186,-0.0208583704494735,0.6733431529886225,1.613583774555395,2.572692919958304,0.9995268192840926,0.0004419853729474,3.119534296014145e-05,-4.076055259966582,,,,,,,,,,,,,,,,,,,,,,
6033,6033,data/pair/6033/AFM/N6033_1um.018,N6033_1um_018,data/afm_second_order/6033/N6033_1um_018/N6033_1um_018_height.npy,data/afm_second_order/6033/N6033_1um_018/N6033_1um_018_height.npy,1.0,1.0,256,256,nm,2.2828686237335205,1.8124875626914256,10.850655555725098,-0.002900507297991,3.006468272695227,True,True,False,False,True,,fe5a334242ec0364c7084338763e3b3c625a1648d797c36e21f65bd2158ab6ce,"{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6033__N6033_1um_018_unit_shape_256.npy""}","{""256"": ""outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/afm_bank/second_order_unit_shape_maps/6033__N6033_1um_018_centered_256.npy""}",{},2.2828686193987933,1.8124875628236896,10.850655841827392,7.553726375102997,15.9488263130188,-0.002900507297991,3.006468272695227,120.90482584237829,157.65235282711515,13.285417122032491,96.47899872965144,316.9362636240354,35.29411764705882,35.29411764705882,39.2156862745098,1.1111111111111112,0.9946768387992646,-5.446300322548288,-3.770707590118783,-1.5195862181343012,-0.0320089418299369,1.5238026254020758,3.783018784984214,5.404355519279107,0.9995892868293874,0.000382792001425,2.7921169187691495e-05,-4.091123574955554,0.9999989854872472,0.7939509565143998,4.753074610233307,3.3088715374469757,6.986302375793457,-0.0029004265492018,3.006468273432068,52.961743570694395,69.05881048739082,5.819611999701047,42.26213303030336,138.83231740036246,35.29411764705882,35.29411764705882,39.2156862745098,1.1111111111111112,0.9946768387688818,-2.3857240291297,-1.651739368027405,-0.6656470241009754,-0.0140213550053102,0.667493960076614,1.6571321694195706,2.3673505811036075,0.9995892868435404,0.000382791988019,2.7921168440386455e-05,-4.0911235897584755,,,,,,,,,,,,,,,,,,,,,,
