prior,row_id,sample_id,group_id,candidate_index,calibration_mode,scale_nm_per_unit,offset_nm,scale_clamped,unclamped_scale_nm_per_unit,score,roughness_error,texture_error,realness_penalty,visual_richness_bonus,duplicate_penalty,normalized_std,calibrated_std_nm,nonconstant,requested_rq,uncalibrated_rq,calibrated_rq,requested_ra,uncalibrated_ra,calibrated_ra,requested_robust_range,uncalibrated_robust_range,calibrated_robust_range,requested_mean_abs_gradient,uncalibrated_mean_abs_gradient,calibrated_mean_abs_gradient,requested_gradient_std,uncalibrated_gradient_std,calibrated_gradient_std,requested_gradient_anisotropy,uncalibrated_gradient_anisotropy,calibrated_gradient_anisotropy,requested_psd_low_power,uncalibrated_psd_low_power,calibrated_psd_low_power,requested_psd_mid_power,uncalibrated_psd_mid_power,calibrated_psd_mid_power,requested_psd_high_power,uncalibrated_psd_high_power,calibrated_psd_high_power,requested_psd_slope,uncalibrated_psd_slope,calibrated_psd_slope,requested_autocorrelation_length_px,uncalibrated_autocorrelation_length_px,calibrated_autocorrelation_length_px,requested_island_count,uncalibrated_island_count,calibrated_island_count,requested_island_mean_area_px,uncalibrated_island_mean_area_px,calibrated_island_mean_area_px,rank,mode,prototype_id,generated_index,generated_std,generated_min,generated_max,generated_rq,generated_ra,generated_robust_range,generated_mean_abs_gradient,generated_gradient_std,generated_gradient_anisotropy,generated_psd_low_power,generated_psd_mid_power,generated_psd_high_power,generated_psd_slope,generated_autocorrelation_length_px,generated_island_count,generated_island_mean_area_px
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,0,weighted_rq_ra_range,9.2189944077591,0.0,False,9.2189944077591,0.9342997726454556,0.44638265069671657,0.6840647987268252,0.0,0.29667358516360576,0.0,0.6234567165374756,5.74764347076416,True,4.324730069,0.6234567080373542,5.74764374116138,3.265336019,0.5476747492901456,5.049010306929619,19.42108002,1.975767277479172,18.214586877822875,0.7704293293,0.17344174132518364,1.59895839845194,0.6250629757,0.1331697426655978,1.2276910759495392,0.1827564733,0.1405593853234033,0.14055938576397015,13.68375518,9.164665670514152,13.606313808447123,8.970081992,4.005187027499153,8.427746003208064,6.313226931,1.3080307399840634,5.341634914997815,-3.581133249,-3.975275595779374,-3.9752756050300437,14.19240496,6.0,6.0,121.4638599,36.0,36.0,343.0902434,113.77777777777777,113.77777777777777,2,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,1,weighted_rq_ra_range,9.192578945006177,0.0,False,9.192578945006177,1.0974547372617047,0.45478580336327507,0.8742060968386514,0.0,0.2834797178624566,0.0,0.6285157799720764,5.777680397033691,True,4.324730069,0.6285157359936941,5.7776807245128605,3.265336019,0.552459565851396,5.078528351679064,19.42108002,1.9779814743995667,18.182751693725585,0.7704293293,0.16322601880826726,1.5004681171938554,0.6250629757,0.12698303074662146,1.167301575070417,0.1827564733,0.07252976722255179,0.07252976776409527,13.68375518,9.098881758529949,13.534650935217549,8.970081992,3.958465098227418,8.374350793545263,6.313226931,1.2519734969266816,5.2250725202544634,-3.581133249,-4.04640816379966,-4.0464081234777245,14.19240496,7.0,7.0,121.4638599,34.0,34.0,343.0902434,120.47058823529412,120.47058823529412,,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,2,weighted_rq_ra_range,9.229233511607987,0.0,False,9.229233511607987,0.9645500394911324,0.45582217556531174,0.7094789387965377,0.0,0.2942764355570472,0.0,0.6275075078010559,5.791413307189941,True,4.324730069,0.6275075048349763,5.7914134383864635,3.265336019,0.5497792787560166,5.074041471074323,19.42108002,1.9694425559043884,18.176446313858033,0.7704293293,0.1705885617350752,1.5744017100641678,0.6250629757,0.12771004261594635,1.1786658336594744,0.1827564733,0.11600946989515282,0.11600946979287774,13.68375518,9.136338242377823,13.580202030537482,8.970081992,4.041872226811791,8.46754162873975,6.313226931,1.3325311435288067,5.371855738220728,-3.581133249,-3.9550165458883977,-3.9550165285126737,14.19240496,6.0,6.0,121.4638599,44.0,44.0,343.0902434,93.0909090909091,93.0909090909091,4,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,3,weighted_rq_ra_range,9.165116478746151,0.0,False,9.165116478746151,1.113047996259766,0.4628415191165249,0.8794351566263673,0.0,0.2667082407892638,0.0,0.6338655352592468,5.809451580047607,True,4.324730069,0.6338655093601497,5.809451119313396,3.265336019,0.5569331156048221,5.104356782410706,19.42108002,1.9804645562171936,18.151188135147095,0.7704293293,0.15985547692697272,1.4650940402262642,0.6250629757,0.12242414094838439,1.1220314901062372,0.1827564733,0.09430121719150848,0.09430121671468555,13.68375518,9.074869031276956,13.504573885629048,8.970081992,3.898421188882977,8.307001750535884,6.313226931,1.1542727987270354,5.082083709153507,-3.581133249,-4.104137224479561,-4.104137289050334,14.19240496,7.0,7.0,121.4638599,26.0,26.0,343.0902434,157.53846153846155,157.53846153846155,,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,4,weighted_rq_ra_range,9.241105422201372,0.0,False,9.241105422201372,1.0351039788254937,0.46562852600195254,0.7863851416132743,0.0,0.29816330233539223,0.0,0.6295394897460938,5.817640781402588,True,4.324730069,0.6295395083856933,5.817640749945621,3.265336019,0.5535646798626073,5.115549375867922,19.42108002,1.9630607485771179,18.140851192474365,0.7704293293,0.16311268672968943,1.5073414779254932,0.6250629757,0.13005551524742184,1.2018566817714236,0.1827564733,0.10149421935742887,0.10149422052805394,13.68375518,9.119072514011481,13.565443439662529,8.970081992,3.9500250233323304,8.376310664689944,6.313226931,1.3448622967037631,5.395951425765626,-3.581133249,-3.9804797668882426,-3.980479779793471,14.19240496,6.0,6.0,121.4638599,32.0,32.0,343.0902434,128.0,128.0,,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,5,weighted_rq_ra_range,9.19823355888942,0.0,False,9.19823355888942,0.9453206346524676,0.4546293021568184,0.6849201686797606,0.0,0.28622401224079685,0.0,0.6287730932235718,5.783601760864258,True,4.324730069,0.6287731008769066,5.783601864501034,3.265336019,0.5514896458321142,5.072730592108348,19.42108002,1.97666548371315,18.181831531524658,0.7704293293,0.16685045135512538,1.5347294286111965,0.6250629757,0.13435378961339853,1.2358175408914713,0.1827564733,0.1720256577247326,0.17202565788697102,13.68375518,9.178919065046204,13.616097720486675,8.970081992,3.990591599607297,8.407980982987704,6.313226931,1.2149617810191868,5.17267613795442,-3.581133249,-4.060744437128947,-4.060744436410041,14.19240496,6.0,6.0,121.4638599,28.0,28.0,343.0902434,146.28571428571428,146.28571428571428,3,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,6,weighted_rq_ra_range,9.187225326846699,0.0,False,9.187225326846699,0.9798293746470765,0.45526031086816815,0.7249691802186015,0.0,0.2770314019798634,0.0,0.6294571161270142,5.78296422958374,True,4.324730069,0.6294570868321845,5.782964099446767,3.265336019,0.5526465086798149,5.077288009097334,19.42108002,1.978845940232277,18.18010376930237,0.7704293293,0.15869514002606228,1.4579680116055878,0.6250629757,0.12928850910553702,1.187802667753842,0.1827564733,0.14898388459130568,0.14898388383537767,13.68375518,9.11564015875525,13.550325709752801,8.970081992,3.9772380617371677,8.392584890331877,6.313226931,1.1819431429946115,5.119611289334824,-3.581133249,-4.066963464045572,-4.066963501688625,14.19240496,7.0,7.0,121.4638599,28.0,28.0,343.0902434,146.28571428571428,146.28571428571428,,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,7,weighted_rq_ra_range,9.16057786262616,0.0,False,9.16057786262616,1.0855816095525228,0.47605780137330295,0.8315156359419588,0.0,0.27844350287173564,0.0,0.6397226452827454,5.860229015350342,True,4.324730069,0.6397226333716987,5.860228935665387,3.265336019,0.5619396795815916,5.147692137943519,19.42108002,1.9757451981306078,18.09896743774414,0.7704293293,0.15969837429573142,1.4629293781002075,0.6250629757,0.12867562978687724,1.178743113753643,0.1827564733,0.10007694027893622,0.10007694052596726,13.68375518,9.12043438076492,13.54932558175147,8.970081992,3.98471645240716,8.394267516751759,6.313226931,1.1981429846788672,5.144765261138357,-3.581133249,-4.068024349205325,-4.06802435247215,14.19240496,7.0,7.0,121.4638599,31.0,31.0,343.0902434,132.1290322580645,132.1290322580645,,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,8,weighted_rq_ra_range,9.252341744312485,0.0,False,9.252341744312485,0.9166742205546689,0.44448290089994047,0.6620282189301545,0.0,0.287156277446976,0.0,0.6205398440361023,5.741446495056152,True,4.324730069,0.6205398381431294,5.741446353916074,3.265336019,0.5449267744359998,5.041848484144207,19.42108002,1.9694039636850356,18.221598138809206,0.7704293293,0.1655320785189726,1.5315592820859103,0.6250629757,0.12788875879865055,1.183270440468812,0.1827564733,0.16146333070403152,0.16146333031169677,13.68375518,9.140417745948614,13.589175112520786,8.970081992,4.0233299699730924,8.453340317217748,6.313226931,1.2741401491866036,5.307706205836707,-3.581133249,-4.008649532624887,-4.008649500512933,14.19240496,6.0,6.0,121.4638599,34.0,34.0,343.0902434,120.47058823529412,120.47058823529412,1,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,9,weighted_rq_ra_range,9.166796806157864,0.0,False,9.166796806157864,1.1388278770139464,0.4720157371177211,0.9028413884722475,0.0,0.27730485440786423,0.0,0.636461079120636,5.834309101104736,True,4.324730069,0.6364610737230383,5.834309259600214,3.265336019,0.5610333006842323,5.1428782000078535,19.42108002,1.976428323984146,18.117516613006593,0.7704293293,0.16402230234093468,1.5035590975716953,0.6250629757,0.12960206441422217,1.1880357747048333,0.1827564733,0.07891322829728552,0.0789132289536156,13.68375518,9.14078723081672,13.570976913645886,8.970081992,3.9562775533217183,8.366147283161228,6.313226931,1.1816223199491367,5.102021950213823,-3.581133249,-4.099464924609096,-4.099464978821081,14.19240496,7.0,7.0,121.4638599,30.0,30.0,343.0902434,136.53333333333333,136.53333333333333,,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,10,weighted_rq_ra_range,9.192303142424707,0.0,False,9.192303142424707,1.0459810349633463,0.4554492158469133,0.8085652670543486,0.0,0.2816019726352298,0.0,0.6303691267967224,5.794544219970703,True,4.324730069,0.6303691565332377,5.794544102394318,3.265336019,0.551452222910056,5.069115759577781,19.42108002,1.977394917011261,18.17681254386902,0.7704293293,0.15900183609815688,1.4615930088769322,0.6250629757,0.1262714711671288,1.1607255838328538,0.1827564733,0.10599459131767444,0.10599459101990817,13.68375518,9.101154536248677,13.53685536882039,8.970081992,3.976188221288739,8.392446404754374,6.313226931,1.242644011744808,5.228858317295168,-3.581133249,-4.05013550155724,-4.050135639023021,14.19240496,7.0,7.0,121.4638599,30.0,30.0,343.0902434,136.53333333333333,136.53333333333333,,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,11,weighted_rq_ra_range,9.237386725169268,0.0,False,9.237386725169268,1.026260867809035,0.45231354566369886,0.7918468576400098,0.0,0.29765081983335895,0.0,0.6242082118988037,5.766052722930908,True,4.324730069,0.6242082374221164,5.766052872474008,3.265336019,0.5490849143602334,5.072109687195003,19.42108002,1.9694750320911407,18.19280284881592,0.7704293293,0.17050968647211473,1.5750639107712743,0.6250629757,0.13217801527294396,1.2209794402543417,0.1827564733,0.10022389444147704,0.10022389448481034,13.68375518,9.19685610742147,13.642543417884145,8.970081992,4.04555449675109,8.472916347273117,6.313226931,1.3237824364833197,5.364539036685923,-3.581133249,-3.9983128870584603,-3.9983128644405848,14.19240496,6.0,6.0,121.4638599,36.0,36.0,343.0902434,113.77777777777777,113.77777777777777,,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,12,weighted_rq_ra_range,9.195972362442026,0.0,False,9.195972362442026,1.084896185282793,0.48031835709724774,0.828489324592439,0.0,0.2910681574420304,0.0,0.6362389326095581,5.850835800170898,True,4.324730069,0.6362389419912308,5.850835780260166,3.265336019,0.5635639066322063,5.182518156804707,19.42108002,1.9669598144292832,18.0881081867218,0.7704293293,0.16961903047014035,1.559811931106913,0.6250629757,0.13179889698821717,1.2120190244184907,0.1827564733,0.09541867820529276,0.0954186781106207,13.68375518,9.168811794744924,13.60545151249827,8.970081992,4.0032882127107,8.420783700483014,6.313226931,1.2741540836305056,5.271740425459735,-3.581133249,-4.0100167665352116,-4.01001674959493,14.19240496,6.0,6.0,121.4638599,28.0,28.0,343.0902434,146.28571428571428,146.28571428571428,,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,13,weighted_rq_ra_range,9.196329506834186,0.0,False,9.196329506834186,1.0298265425733812,0.4567829661668051,0.7821020379279712,0.0,0.26319026967900394,0.0,0.6297982931137085,5.791832447052002,True,4.324730069,0.629798307242289,5.79183251166634,3.265336019,0.5523784301935417,5.079853841495293,19.42108002,1.9761672449111938,18.17348446846008,0.7704293293,0.1536567824344478,1.4130783430490614,0.6250629757,0.12355514333276414,1.136253761287799,0.1827564733,0.14204544210037554,0.14204544145468598,13.68375518,9.078591718014536,13.515155482814512,8.970081992,3.8278253113827243,8.241692005938122,6.313226931,1.1170810107699185,5.023168594103216,-3.581133249,-4.123612098000486,-4.1236121568683926,14.19240496,7.0,7.0,121.4638599,26.0,26.0,343.0902434,157.53846153846155,157.53846153846155,,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,14,weighted_rq_ra_range,9.223083350477447,0.0,False,9.223083350477447,1.1661878415163396,0.4585911256883903,0.9493164676187571,0.0,0.259282291335282,0.0,0.6283263564109802,5.795106887817383,True,4.324730069,0.6283264089182493,5.79510693367132,3.265336019,0.5517435971142097,5.08877726548604,19.42108002,1.9697660905122758,18.16731726646423,0.7704293293,0.15389151921335753,1.4193543308990022,0.6250629757,0.12443597558584679,1.1476833927911818,0.1827564733,0.0753694973347067,0.07536949713369641,13.68375518,9.026547625642745,13.468856114729126,8.970081992,3.799420590475651,8.218507446282342,6.313226931,1.0787705259954816,4.97014637030587,-3.581133249,-4.127375395782265,-4.127375368903138,14.19240496,7.0,7.0,121.4638599,21.0,21.0,343.0902434,195.04761904761904,195.04761904761904,,,,,,,,,,,,,,,,,,,,
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,6058,6058,15,weighted_rq_ra_range,9.180959466666128,0.0,False,9.180959466666128,1.0658932496691296,0.4723014102553634,0.8150217902400938,0.0,0.2921279638915443,0.0,0.6348861455917358,5.828864097595215,True,4.324730069,0.6348861297336194,5.828863971421266,3.265336019,0.5608472872660347,5.149116342648183,19.42108002,1.9734247702360153,18.117932844161988,0.7704293293,0.17048517368289845,1.5652175095088006,0.6250629757,0.1330405366176276,1.2214398056480251,0.1827564733,0.10189643746509304,0.10189643841820704,13.68375518,9.165810902061256,13.599173684006407,8.970081992,4.004808046600668,8.419389972912132,6.313226931,1.2726994181913331,5.276796657988253,-3.581133249,-4.029645520766541,-4.029645495714035,14.19240496,6.0,6.0,121.4638599,33.0,33.0,343.0902434,124.12121212121212,124.12121212121212,,,,,,,,,,,,,,,,,,,,
mvp6_oracle_calibrated_v2,afmv2_89d4826511a7,6058,6058,0,weighted_rq_ra_range,17.86287218144166,0.0,False,17.86287218144166,1.6705673355590676,1.1550418308436499,0.7123478740124515,0.0,0.27176397247271705,0.0,0.638804018497467,11.41087532043457,True,7.461155891,0.6388040348131862,11.41087539631563,5.68375206,0.5636670650450619,10.06871324160211,38.45360184,1.9700125181674957,35.19008283615112,0.5738551617,0.15616402696639226,2.7895381929944523,0.5797569752,0.12353435991341317,2.2066785906546387,0.1581800729,0.025882536478258986,0.025882536097731862,15.35902119,9.05860822334953,14.82294299410794,11.07345772,3.84204325479256,9.584078863838267,6.144528389,1.1858369004744311,6.4775227961693975,-4.185360432,-4.077230909649333,-4.077230922903747,23.0,7.0,7.0,56.0,27.0,27.0,1170.285767,151.7037037037037,151.7037037037037,4,,,,,,,,,,,,,,,,,,,
mvp6_oracle_calibrated_v2,afmv2_89d4826511a7,6058,6058,1,weighted_rq_ra_range,17.92745261341309,0.0,False,17.92745261341309,1.5756986137083906,1.0891440986583512,0.678786496120951,0.0,0.28237340923360643,0.0,0.6246175765991211,11.19780158996582,True,7.461155891,0.624617575777677,11.197801659931365,5.68375206,0.5479260414488141,9.82291785436913,38.45360184,1.9778198766708375,35.457272014617914,0.5738551617,0.16837675493292273,3.0185662046113424,0.5797569752,0.1271601630731333,2.2796577334072246,0.1581800729,0.05450112482404959,0.054501124972052443,15.35902119,9.137619929992097,14.909303368491228,11.07345772,3.9524974723767743,9.704173581625351,6.144528389,1.241705969283785,6.574008295226904,-4.185360432,-4.032709526133438,-4.032709532542338,23.0,6.0,6.0,56.0,33.0,33.0,1170.285767,124.12121212121212,124.12121212121212,3,,,,,,,,,,,,,,,,,,,
