mode,row_id,sample_id,group_id,prototype_id,generated_index,rank,generated_std,generated_min,generated_max,generated_rq,requested_rq,generated_ra,requested_ra,generated_robust_range,requested_robust_range,generated_mean_abs_gradient,requested_mean_abs_gradient,generated_gradient_std,requested_gradient_std,generated_gradient_anisotropy,requested_gradient_anisotropy,generated_psd_low_power,requested_psd_low_power,generated_psd_mid_power,requested_psd_mid_power,generated_psd_high_power,requested_psd_high_power,generated_psd_slope,requested_psd_slope,generated_autocorrelation_length_px,requested_autocorrelation_length_px,generated_island_count,requested_island_count,generated_island_mean_area_px,requested_island_mean_area_px,sweep_descriptor
sweep_rq,afmv2_06e9a8457ab9,6058,6058,3,0,,0.37197890877723694,-0.9977367520332336,0.9995359182357788,0.3719789116533902,-1.799923995,0.30132842193879145,4.556092739,1.6864292436838149,27.66728783,0.1217161506212362,1.131164074,0.07837076613498085,1.006361246,0.15096888304295114,0.1476658583,8.445746204004204,14.50712395,2.9361790705571393,9.412350655,0.5485221635019614,5.901864052,-4.28077745034805,-3.952002764,6.0,9.0,46.0,66.0,89.04347826086956,248.2424316,rq
sweep_rq,afmv2_06e9a8457ab9,6058,6058,3,0,,0.37629544734954834,-0.9919100403785706,0.9894729852676392,0.3762954559640081,1.192163203,0.3031729811061832,4.556092739,1.7013167697191238,27.66728783,0.12991596684415807,1.131164074,0.0856596701046166,1.006361246,0.12383118918576798,0.1476658583,8.585116476777422,14.50712395,3.2731898772816868,9.412350655,0.6040159082226632,5.901864052,-4.2257224078008635,-3.952002764,5.0,9.0,46.0,66.0,89.04347826086956,248.2424316,rq
sweep_rq,afmv2_06e9a8457ab9,6058,6058,3,0,,0.37241131067276,-0.9963392019271851,0.9954421520233154,0.3724112988983485,4.184250401,0.2977708399653588,4.556092739,1.7048590695858001,27.66728783,0.1240409780931512,1.131164074,0.08345781738681361,1.006361246,0.04029564974888028,0.1476658583,8.48976009567004,14.50712395,2.958890930779074,9.412350655,0.5313429906787471,5.901864052,-4.3214615878150555,-3.952002764,5.0,9.0,48.0,66.0,85.33333333333333,248.2424316,rq
sweep_rq,afmv2_06e9a8457ab9,6058,6058,3,0,,0.3700267970561981,-0.9897387027740479,0.9970482587814331,0.3700268012564206,7.176337599,0.29532342646375664,4.556092739,1.729849281311035,27.66728783,0.11740800463823066,1.131164074,0.07717051709343614,1.006361246,0.13461912886526825,0.1476658583,8.467730216887636,14.50712395,3.3251258037546747,9.412350655,0.5648965263746307,5.901864052,-4.263422055059645,-3.952002764,6.0,9.0,48.0,66.0,85.33333333333333,248.2424316,rq
sweep_rq,afmv2_06e9a8457ab9,6058,6058,3,0,,0.39553746581077576,-0.9954447150230408,0.9912416338920593,0.39553746435569476,10.1684248,0.32161147781863786,4.556092739,1.719049329161644,27.66728783,0.1310616928550143,1.131164074,0.08762300334535991,1.006361246,0.06416796697881132,0.1476658583,8.664527851752895,14.50712395,3.3725607264488278,9.412350655,0.643902700873141,5.901864052,-4.238454260446465,-3.952002764,5.0,9.0,41.0,66.0,99.90243902439025,248.2424316,rq
sweep_psd_slope,afmv2_06e9a8457ab9,6058,6058,3,0,,0.36851200461387634,-0.9993070363998413,0.9944821000099182,0.3685119951349497,5.841896534,0.29568077594038944,4.556092739,1.6701808297634124,27.66728783,0.128178725697646,1.131164074,0.0836502674550446,1.006361246,0.1893674894195239,0.1476658583,8.576172381757546,14.50712395,3.4031380784912093,9.412350655,0.6580837247429897,5.901864052,-4.16672801330802,-4.295860134,5.0,9.0,61.0,66.0,67.14754098360656,248.2424316,psd_slope
sweep_psd_slope,afmv2_06e9a8457ab9,6058,6058,3,0,,0.37702080607414246,-0.9904261231422424,0.9888197183609009,0.37702081102866225,5.841896534,0.3055411609653026,4.556092739,1.6845418447256089,27.66728783,0.11986569879190148,1.131164074,0.07909636565475055,1.006361246,0.10207913124887298,0.1476658583,8.508823964914365,14.50712395,3.406343096063021,9.412350655,0.583008598450776,5.901864052,-4.2572505876908044,-3.90950003,6.0,9.0,42.0,66.0,97.52380952380952,248.2424316,psd_slope
sweep_psd_slope,afmv2_06e9a8457ab9,6058,6058,3,0,,0.3779152035713196,-0.999506413936615,0.9892550110816956,0.3779152354940971,5.841896534,0.3017281098322503,4.556092739,1.715550644993782,27.66728783,0.13075914349556245,1.131164074,0.08984366743978024,1.006361246,0.08700454804796393,0.1476658583,8.594751129215277,14.50712395,3.309262076794452,9.412350655,0.6319791035497629,5.901864052,-4.191843011360404,-3.523139927,5.0,9.0,50.0,66.0,81.92,248.2424316,psd_slope
sweep_psd_slope,afmv2_06e9a8457ab9,6058,6058,3,0,,0.3701220750808716,-0.9948678612709045,0.9990573525428772,0.37012206391890423,5.841896534,0.2956153977324405,4.556092739,1.7011113941669465,27.66728783,0.12753226040915555,1.131164074,0.08782216127924182,1.006361246,0.11574855187684369,0.1476658583,8.593651881239387,14.50712395,3.427580971628497,9.412350655,0.6189198920017654,5.901864052,-4.21177661319742,-3.136779823,5.0,9.0,50.0,66.0,81.92,248.2424316,psd_slope
sweep_psd_slope,afmv2_06e9a8457ab9,6058,6058,3,0,,0.38304615020751953,-0.9976211190223694,0.992048442363739,0.38304614696613043,5.841896534,0.3075753653344722,4.556092739,1.743597405552864,27.66728783,0.13042734072883594,1.131164074,0.09002354651921324,1.006361246,0.06713536333304161,0.1476658583,8.62280919605907,14.50712395,3.243676638420477,9.412350655,0.6084547309711856,5.901864052,-4.237739294093285,-2.75041972,5.0,9.0,48.0,66.0,85.33333333333333,248.2424316,psd_slope
sweep_autocorrelation_length_px,afmv2_06e9a8457ab9,6058,6058,3,0,,0.38144102692604065,-0.9832044839859009,0.9577983021736145,0.3814410214882428,5.841896534,0.3110440430670719,4.556092739,1.6585617858171462,27.66728783,0.12991268221054147,1.131164074,0.08541122056418252,1.006361246,0.051479743272497706,0.1476658583,8.604773504488128,14.50712395,3.300875837706625,9.412350655,0.6077750446639391,5.901864052,-4.248482282915213,-3.952002764,5.0,-14.51557788,46.0,66.0,89.04347826086956,248.2424316,autocorrelation_length_px
